URL,Response Code,News Error,Detected,Category,Platform,Last crawled
http://simpleflatmapper.org/1.7.0/org/sfm/jdbc/impl/package-summary.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.7.0/org/sfm/jooq/getter/package-tree.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.7.0/org/sfm/csv/impl/DelayedCellSetterFactory.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.7.0/org/sfm/csv/impl/cellreader/joda/JodaLocalDateCellValueReader.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.10.0/org/sfm/csv/class-use/CsvWriter.CsvWriterDSL.html,404,,12/1/16,Not found,Desktop,12/1/16
http://simpleflatmapper.org/1.8.0/constant-values.html,404,,1/6/17,Not found,Desktop,1/6/17
http://simpleflatmapper.org/1.6.1/org/sfm/csv/impl/ParsingContextFactory.html,404,,1/7/17,Not found,Desktop,1/7/17
http://simpleflatmapper.org/1.6.1/org/sfm/csv/impl/DelayedCellSetter.html,404,,1/7/17,Not found,Desktop,1/7/17
http://simpleflatmapper.org/1.6.1/org/sfm/csv/impl/DelegateMarkerDelayedCellSetter.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.6.1/org/sfm/jdbc/spring/package-tree.html,404,,1/6/17,Not found,Desktop,1/6/17
http://simpleflatmapper.org/1.6.1/org/sfm/tuples/Tuple21.html,404,,1/1/17,Not found,Desktop,1/1/17
http://simpleflatmapper.org/1.7.0/org/sfm/utils/ForEachIteratorSpliterator.html,404,,1/11/17,Not found,Desktop,1/11/17
http://simpleflatmapper.org/1.6.1/org/sfm/jdbc/impl/JoinJdbcMapper.html,404,,1/1/17,Not found,Desktop,1/1/17
http://simpleflatmapper.org/1.7.0/org/sfm/csv/impl/cellreader/joda/JodaLocalDateTimeCellValueReader.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.7.0/org/sfm/map/impl/fieldmapper/LongFieldMapper.html,404,,10/31/16,Not found,Desktop,10/31/16
http://simpleflatmapper.org/1.7.0/org/sfm/sql2o/SfmResultSetHandlerFactory.html,404,,11/1/16,Not found,Desktop,11/1/16
http://simpleflatmapper.org/1.10.1/org/sfm/sql2o/SfmResultSetHandlerFactoryBuilder.html,404,,10/31/16,Not found,Desktop,1/25/17
http://simpleflatmapper.org/1.7.0/index.html?org/sfm/csv/CsvParser.html,404,,12/31/16,Not found,Desktop,1/4/17
http://simpleflatmapper.org/1.10.1/index.html?constant-values.html,404,,12/31/16,Not found,Desktop,12/31/16
http://simpleflatmapper.org/1.8.0/index.html?constant-values.html,404,,12/31/16,Not found,Desktop,12/31/16
http://simpleflatmapper.org/1.7.2/index.html?org/sfm/csv/CsvMapper.html,404,,12/31/16,Not found,Desktop,12/31/16
http://simpleflatmapper.org/1.10.1/index.html?org/sfm/poi/RowMapper.html,404,,12/31/16,Not found,Desktop,12/31/16
http://simpleflatmapper.org/1.6.1/index.html?org/sfm/csv/CsvMapper.html,404,,12/31/16,Not found,Desktop,12/31/16
http://simpleflatmapper.org/1.6.1/org/sfm/map/class-use/Mapper.html,404,,10/10/16,Not found,Desktop,1/19/17
http://simpleflatmapper.org/1.7.0/index.html?org/sfm/tuples/Tuple5.html,404,,12/31/16,Not found,Desktop,12/31/16
http://simpleflatmapper.org/1.7.0/index.html?org/sfm/tuples/Tuple9.html,404,,12/31/16,Not found,Desktop,12/31/16
